university,course_name,annual_fees,admission_mode,duration
Vietnam National University Hanoi,MSc Artificial Intelligence,59354,University Exam,2 years
Nanyang Technological University,MSc Electrical Engineering,17232,GRE,1 year
Kyoto University,MBA,31031,Entrance Exam,1 year
University of Oxford,MSc Software Engineering,24859,Interview + Test,2 years
Nanyang Technological University,MSc Biotechnology,15085,Merit Based,2 years
Nanyang Technological University,MSc Business Analytics,27273,Entrance Exam,1 year
ETH Zurich,MSc Civil Engineering,30814,GRE,1 year
University of Oxford,MTech Computer Science,54507,Entrance Exam,2 years
University of Oxford,MSc Computer Science,19670,Entrance Exam,2 years
University of Delhi,MSc Physics,31713,GATE,1 year
IIT Bombay,MSc Computer Science,35392,GRE,2 years
Vietnam National University Hanoi,MSc Cyber Security,18058,University Exam,1 year
Vietnam National University Hanoi,MSc Chemistry,10047,Interview + Test,2 years
Indian Institute of Science,MSc Business Analytics,30342,GATE,2 years
Mahidol University,MSc Electrical Engineering,26227,Merit Based,2 years
Mahidol University,MSc Physics,29111,University Exam,1 year
IIT Madras,MSc Mathematics,25519,Entrance Exam,1 year
Anna University,MSc Machine Learning,47614,GATE,2 years
IIT Delhi,MSc Biotechnology,46869,GRE,1 year
Massachusetts Institute of Technology,MSc Software Engineering,16054,GRE,1 year
Chulalongkorn University,MSc Mechanical Engineering,36288,Merit Based,2 years
Stanford University,MSc Chemistry,44066,Entrance Exam,2 years
Harvard University,MSc Cyber Security,10316,Interview + Test,2 years
IIT Madras,MSc Artificial Intelligence,35587,Interview + Test,2 years
Mahidol University,MSc Electrical Engineering,24359,University Exam,1 year
Anna University,MSc Artificial Intelligence,54716,Entrance Exam,1 year
University of Oxford,MSc Mathematics,26862,University Exam,2 years
Stanford University,MSc Mathematics,46960,GRE,1 year
Vietnam National University Hanoi,MSc Computer Science,45508,University Exam,1 year
IIT Madras,MSc Mathematics,33489,GATE,1 year
Indian Institute of Science,MSc Software Engineering,53529,Entrance Exam,1 year
University of Oxford,MSc Artificial Intelligence,34098,GATE,2 years
Stanford University,MSc Mathematics,53575,GATE,1 year
Stanford University,MBA,32318,GRE,1 year
University of Delhi,MBA,33960,Merit Based,1 year
Technical University of Munich,MSc Business Analytics,17907,University Exam,1 year
National University of Singapore,MSc Electrical Engineering,16655,University Exam,2 years
Mahidol University,MCA,41764,Entrance Exam,1 year
Manipal Academy of Higher Education,MSc Biotechnology,58214,GRE,2 years
University of Cambridge,MBA,20609,GRE,1 year
National University of Singapore,MSc Software Engineering,8841,Entrance Exam,2 years
National University of Singapore,MSc Chemistry,30394,GATE,2 years
IIT Delhi,MSc Computer Science,59346,Interview + Test,1 year
ETH Zurich,MSc Computer Science,31200,Interview + Test,1 year
University of Oxford,MTech Computer Science,56443,University Exam,2 years
Kyoto University,MSc Software Engineering,26458,GRE,2 years
Kyoto University,MSc Mechanical Engineering,56742,University Exam,2 years
Technical University of Munich,MSc Cyber Security,28462,GATE,2 years
University of Oxford,MBA,9761,GRE,1 year
Chulalongkorn University,MBA,54069,University Exam,1 year
Vietnam National University Hanoi,MSc Civil Engineering,16920,Interview + Test,1 year
ETH Zurich,MSc Data Science,17565,University Exam,1 year
University of Cambridge,MBA,16509,GRE,1 year
Technical University of Munich,MSc Physics,59256,Entrance Exam,1 year
Kyoto University,MSc Software Engineering,28770,University Exam,1 year
Harvard University,MSc Biotechnology,24534,University Exam,1 year
Manipal Academy of Higher Education,MSc Software Engineering,49507,University Exam,1 year
Nanyang Technological University,MBA,9312,University Exam,2 years
Massachusetts Institute of Technology,MTech Computer Science,57634,University Exam,1 year
University of Cambridge,MSc Machine Learning,13749,GATE,2 years
IIT Delhi,MSc Data Science,32335,Entrance Exam,1 year
University of Delhi,MBA,28971,Merit Based,1 year
Technical University of Munich,MSc Business Analytics,48623,GRE,1 year
Technical University of Munich,MSc Software Engineering,38925,Entrance Exam,2 years
IIT Bombay,MSc Electrical Engineering,52756,Merit Based,2 years
University of Cambridge,MCA,24645,Interview + Test,2 years
University of Oxford,MSc Mechanical Engineering,35030,GRE,1 year
Nanyang Technological University,MSc Artificial Intelligence,45387,Interview + Test,2 years
Nanyang Technological University,MSc Software Engineering,32197,Entrance Exam,2 years
University of Oxford,MCA,26675,Interview + Test,2 years
Harvard University,MSc Mathematics,32588,Entrance Exam,2 years
University of Cambridge,MCA,46959,University Exam,1 year
Stanford University,MSc Data Science,39112,University Exam,2 years
University of Cambridge,MSc Physics,21086,University Exam,1 year
Chulalongkorn University,MSc Data Science,32626,University Exam,2 years
IIT Bombay,MSc Civil Engineering,41338,Interview + Test,1 year
National University of Singapore,MSc Chemistry,48806,GATE,1 year
Indian Institute of Science,MSc Software Engineering,52626,GATE,1 year
University of Tokyo,MSc Machine Learning,59563,GRE,2 years
Harvard University,MCA,14532,GATE,2 years
University of Tokyo,MSc Mathematics,54143,Entrance Exam,2 years
National University of Singapore,MSc Chemistry,24517,Entrance Exam,2 years
Technical University of Munich,MSc Electrical Engineering,35362,Interview + Test,2 years
IIT Madras,MSc Data Science,44982,University Exam,2 years
Chulalongkorn University,MSc Machine Learning,22082,Merit Based,1 year
Harvard University,MSc Electrical Engineering,42328,Entrance Exam,1 year
IIT Delhi,MSc Artificial Intelligence,48383,GRE,2 years
Nanyang Technological University,MSc Data Science,33303,University Exam,2 years
University of Tokyo,MSc Artificial Intelligence,9974,Interview + Test,2 years
Harvard University,MBA,13001,GATE,2 years
University of Cambridge,MSc Software Engineering,28540,Entrance Exam,1 year
Mahidol University,MSc Biotechnology,24237,University Exam,1 year
Mahidol University,MSc Biotechnology,30269,University Exam,2 years
University of Delhi,MSc Data Science,29249,Merit Based,2 years
Anna University,MSc Physics,11101,University Exam,2 years
IIT Bombay,MSc Business Analytics,56861,Interview + Test,2 years
Massachusetts Institute of Technology,MSc Artificial Intelligence,17499,Merit Based,1 year
Manipal Academy of Higher Education,MSc Computer Science,36745,GATE,1 year
Mahidol University,MSc Business Analytics,14951,Interview + Test,2 years
University of Cambridge,MSc Machine Learning,17274,Merit Based,2 years
Technical University of Munich,MSc Business Analytics,55668,Interview + Test,1 year
Massachusetts Institute of Technology,MSc Mathematics,54890,Interview + Test,1 year
University of Oxford,MSc Machine Learning,53592,GATE,1 year
University of Cambridge,MSc Business Analytics,22471,Interview + Test,1 year
Nanyang Technological University,MSc Electrical Engineering,16309,University Exam,1 year
Vietnam National University Hanoi,MSc Business Analytics,29632,GATE,1 year
Technical University of Munich,MSc Civil Engineering,53548,Interview + Test,1 year
IIT Madras,MSc Machine Learning,18316,Interview + Test,2 years
University of Oxford,MSc Electrical Engineering,23057,Interview + Test,2 years
IIT Delhi,MSc Business Analytics,20994,GATE,2 years
IIT Madras,MSc Biotechnology,22220,Entrance Exam,2 years
University of Cambridge,MBA,47719,GATE,2 years
University of Delhi,MSc Data Science,14042,Merit Based,2 years
IIT Delhi,MSc Artificial Intelligence,15682,Entrance Exam,1 year
Nanyang Technological University,MSc Machine Learning,33776,GATE,2 years
Massachusetts Institute of Technology,MCA,38017,Entrance Exam,1 year
Kyoto University,MSc Computer Science,36725,Merit Based,2 years
University of Oxford,MSc Cyber Security,24715,GRE,2 years
Harvard University,MSc Chemistry,45482,Interview + Test,1 year
IIT Bombay,MSc Physics,44323,Entrance Exam,1 year
University of Delhi,MBA,26381,Merit Based,1 year
Technical University of Munich,MSc Machine Learning,48714,Merit Based,2 years
University of Delhi,MBA,20166,Interview + Test,1 year
IIT Madras,MSc Cyber Security,58789,University Exam,1 year
Technical University of Munich,MCA,45894,GRE,2 years
Indian Institute of Science,MSc Mechanical Engineering,15989,Entrance Exam,1 year
ETH Zurich,MBA,19598,Entrance Exam,2 years
Chulalongkorn University,MSc Machine Learning,35391,Merit Based,2 years
Vietnam National University Hanoi,MSc Machine Learning,42534,Merit Based,1 year
National University of Singapore,MBA,39161,Merit Based,2 years
University of Oxford,MCA,21195,GRE,1 year
Technical University of Munich,MSc Software Engineering,27731,Merit Based,1 year
University of Tokyo,MSc Business Analytics,56977,Entrance Exam,2 years
University of Delhi,MSc Mechanical Engineering,25252,GRE,2 years
Anna University,MSc Civil Engineering,58077,GATE,1 year
IIT Bombay,MSc Software Engineering,55296,Merit Based,2 years
University of Cambridge,MTech Computer Science,40783,GRE,1 year
University of Tokyo,MSc Civil Engineering,49459,GATE,1 year
Kyoto University,MSc Data Science,41392,GRE,1 year
Kyoto University,MSc Biotechnology,31753,Interview + Test,1 year
Anna University,MSc Civil Engineering,14388,GRE,2 years
Indian Institute of Science,MSc Computer Science,56282,Merit Based,2 years
Kyoto University,MSc Business Analytics,17376,Interview + Test,2 years
University of Delhi,MTech Computer Science,9202,Entrance Exam,2 years
University of Tokyo,MTech Computer Science,14898,GRE,2 years
University of Oxford,MSc Physics,40585,University Exam,1 year
Technical University of Munich,MSc Mathematics,53747,University Exam,2 years
Massachusetts Institute of Technology,MSc Software Engineering,58287,Merit Based,2 years
Vietnam National University Hanoi,MCA,14419,GATE,2 years
Manipal Academy of Higher Education,MTech Computer Science,19957,Interview + Test,2 years
Stanford University,MSc Artificial Intelligence,16080,University Exam,1 year
Nanyang Technological University,MSc Mechanical Engineering,19288,GRE,1 year
Stanford University,MBA,40653,Merit Based,1 year
IIT Madras,MSc Electrical Engineering,42518,Interview + Test,2 years
IIT Madras,MBA,49951,Interview + Test,1 year
University of Delhi,MSc Artificial Intelligence,16751,Merit Based,1 year
Technical University of Munich,MBA,17652,Interview + Test,1 year
Nanyang Technological University,MSc Electrical Engineering,57165,Interview + Test,1 year
University of Tokyo,MSc Data Science,40449,Merit Based,2 years
Kyoto University,MSc Electrical Engineering,42566,Interview + Test,1 year
IIT Madras,MSc Artificial Intelligence,16412,University Exam,1 year
Nanyang Technological University,MSc Computer Science,21437,Interview + Test,1 year
IIT Madras,MTech Computer Science,44466,University Exam,1 year
IIT Delhi,MTech Computer Science,19569,GATE,1 year
University of Delhi,MSc Mathematics,34511,Interview + Test,2 years
Mahidol University,MSc Chemistry,57342,GATE,1 year
Technical University of Munich,MSc Computer Science,55498,Entrance Exam,1 year
National University of Singapore,MBA,45165,Merit Based,1 year
University of Cambridge,MSc Electrical Engineering,9981,University Exam,1 year
National University of Singapore,MSc Civil Engineering,57105,GRE,1 year
Massachusetts Institute of Technology,MSc Physics,31465,Entrance Exam,2 years
University of Delhi,MSc Civil Engineering,31863,University Exam,1 year
Nanyang Technological University,MSc Data Science,9125,GATE,1 year
University of Oxford,MSc Data Science,43830,University Exam,1 year
Vietnam National University Hanoi,MSc Mechanical Engineering,30013,University Exam,2 years
University of Tokyo,MTech Computer Science,21866,Entrance Exam,2 years
Mahidol University,MSc Biotechnology,42836,University Exam,2 years
Technical University of Munich,MSc Machine Learning,31276,GATE,2 years
ETH Zurich,MSc Machine Learning,47713,Merit Based,1 year
ETH Zurich,MSc Software Engineering,28964,University Exam,2 years
Mahidol University,MSc Civil Engineering,41917,GATE,1 year
Chulalongkorn University,MSc Machine Learning,13606,GATE,2 years
Technical University of Munich,MSc Civil Engineering,47296,GRE,2 years
University of Delhi,MSc Chemistry,21596,GATE,1 year
University of Delhi,MSc Chemistry,31980,Merit Based,1 year
University of Cambridge,MSc Physics,12401,GRE,2 years
IIT Madras,MCA,53474,University Exam,2 years
University of Cambridge,MBA,58580,Entrance Exam,2 years
Technical University of Munich,MSc Physics,48016,University Exam,2 years
Mahidol University,MCA,11306,Merit Based,1 year
IIT Bombay,MSc Mathematics,17204,GATE,1 year
National University of Singapore,MSc Civil Engineering,34789,Entrance Exam,2 years
Massachusetts Institute of Technology,MSc Electrical Engineering,48871,Merit Based,2 years
IIT Bombay,MSc Civil Engineering,35626,GATE,2 years
Indian Institute of Science,MSc Business Analytics,58886,GRE,1 year
National University of Singapore,MSc Software Engineering,45236,GATE,1 year
Kyoto University,MSc Mathematics,8307,Entrance Exam,1 year
University of Oxford,MBA,58787,University Exam,1 year
Kyoto University,MSc Chemistry,11956,University Exam,1 year
Indian Institute of Science,MSc Computer Science,11284,University Exam,2 years
Nanyang Technological University,MSc Software Engineering,28903,University Exam,1 year
IIT Madras,MSc Biotechnology,45052,Interview + Test,1 year
Vietnam National University Hanoi,MSc Artificial Intelligence,28209,GRE,2 years
University of Oxford,MSc Chemistry,44054,GATE,2 years
IIT Delhi,MTech Computer Science,8951,Interview + Test,1 year
Chulalongkorn University,MBA,29034,Interview + Test,2 years
IIT Delhi,MSc Mechanical Engineering,38286,Interview + Test,2 years
Stanford University,MSc Computer Science,18107,Entrance Exam,1 year
Manipal Academy of Higher Education,MSc Cyber Security,36573,GRE,2 years
Mahidol University,MSc Machine Learning,17989,GATE,1 year
University of Cambridge,MSc Artificial Intelligence,14289,University Exam,2 years
Nanyang Technological University,MSc Civil Engineering,39137,GATE,1 year
Chulalongkorn University,MSc Software Engineering,29195,Interview + Test,1 year
Stanford University,MSc Artificial Intelligence,8301,GATE,1 year
Chulalongkorn University,MSc Physics,39183,Interview + Test,1 year
Manipal Academy of Higher Education,MSc Physics,43248,Entrance Exam,1 year
National University of Singapore,MSc Mechanical Engineering,22541,University Exam,2 years
IIT Delhi,MSc Chemistry,25350,Merit Based,1 year
Manipal Academy of Higher Education,MTech Computer Science,54278,University Exam,2 years
